,label,tweet,cleaning
85,happy,Tiada henti 2ny q mengucap syukut alhmdllh.... Skrg aku bsa.... Uang jadi panitia kmrn alhmdllh trmkah kau bri brlmpah.... Mski tak sbrpa inysllh lma2 mmbukit amn [URL],tiada henti ny q ucap syukut alhmdllh skrg aku bisa uang jadi panitia kemarin alhmdllh trmkah kamu bri brlmpah mski sbrpa inysllh lma mmbukit amn url
86,anger,"Kamu mau ngomong apa.Kayaknya kamu dendam kpd Anies.Pernah disakiti olh gub Anies?Salah apa Anies kpdmu?.Knp dendam?Kamu klmpok DKI42% yg tdk puny gub,Anies bukan [URL] pada tempatnya kamu maki2 Anies.Salah. [URL]",kamu mau bicara apa kayak kamu dendam anies pernah sakit olh gub anies salah apa anies kpdmu kenapa dendam kamu klmpok dki puny gub anies bukan url tempat kamu maki anies salah url
87,sadness,Ketika di group keluarga udah pada ngomongin mudik. Duuh pengen mudik. Tapi apa daya suami libur cuma 4 hari dr hari H lebaran. Itu juga kalo g di telpon disuruh masuk. 2 tahun lalu malah habis sholat eid lgsg kerja ,group keluarga bicara mudik duuh ken mudik apa daya suami libur cuma hari hari h lebaran kalau telpon suruh masuk tahun lalu bahkan habis sholat eid langsung kerja
88,sadness,Orang yg pernah kalah dalam pertarungan POLITIK sulit untuk bisa disembuhkan Karena mereka tdk bs meraih impian dan sdh kehilangan banyak Harta.,orang pernah kalah tarung politik sulit sembuh raih impi hilang banyak harta
89,sadness,"Nggada sinyal di rumah, membuatku banyak berfikir, berfikir doank tapi, pikiran ke mana mana, random.. Tapi pasti ada dia :(",nggada sinyal rumah buat banyak berfikir berfikir doank tapi pikir mana mana random
90,fear,"Ada khabar kasus tuduhan chat mesum terhadap Imam Besar Habib Rizieq sdh dihentikan, mohon bantu doa semoga benar adanya. Semoga kesucian Ramadhan membuka mata hati bapak2 kita yg menyidik.amin",khabar kasus tuduh chat mesum imam besar habib rizieq henti mohon bantu doa moga benar ada moga suci ramadhan buka mata hati bapak sidik amin
91,fear,"Jangan ngecengin gua lagi ya gaes [USERNAME] [USERNAME] [USERNAME], orang ini udah ada blog-nya juga.. ..ya walaupun nulisnya nggak jam 2 dinihari sih.",jangan ngecengin iya gaes username username username orang blog nya juga iya walaupun nulisnya jam dinihari sih
92,anger,Cari orang2 yg selalu menyudutkan Ansor. Sabar itu bagus tp kalau terus menerus difitnah disalahkan jangan tinggal diam Saatnya,cari orang selalu sudut ansor sabar bagus kalau terus terus fitnah salah jangan tinggal diam saat
93,love,"halohaa selamat siang Denise Udah pulang sekolah belum nih ? Jangan lupa makan siang ya, oh iya gimana udah sehatan kan kamu ? Kalo emang masih kurang sehat ya banyakin istirahat aja sekarang"" Kk selalu nunggu kok tweet"" dari k",halohaa selamat siang denise pulang sekolah jangan lupa makan siang iya iya bagaimana sehat kan kamu kalau emang kurang sehat iya banyakin istirahat sekarang kakak selalu nunggu kok tweet
94,anger,"Itu lah bodoh mu bong.. disuruh baca, tidak mau baca... PBB CIKAL BAKALNYA DARI MASYUMI , PBB =KELUARGA BESAR BULAN BINTANG = MASYUMI dasar bong200",lah bodoh mu bong suruh baca mau baca pbb cikal bakal masyumi pbb keluarga besar bulan bintang masyumi dasar bong
95,fear,Mudah2an sudah terupload smua sebelum z mudik Karna fans modal quota pun butuh daerah dengan jaringan yang bagus.. hiksss Hitungan jam juga br slsi kalo z mo donlot ini di rumahku pi ,mudah an terupload smua z mudik fans modal quota butuh daerah jaring bagus hiksss hitung jam baru slsi kalau z mau donlot rumah
96,anger,Orang pendukung khilafah memang harus di black mail [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [URL],orang dukung khilafah memang black mail username username username username username username username username username username username username username username url
97,anger,"jangan sok akrab ye mention mention gue , maling dulu aje yg bener nanti kalo udah sukses jadi malingnye baru gue bales mentionan lu lu pada .. #SalamSatuNyaliLari #BonekJancuk [URL]",jangan sok akrab ye mention mention maling dulu aje benar kalau sukses jadi malingnye baru balas mentionan kamu kamu salamsatunyalilari bonekjancuk url
98,happy,"Alhamdulillah Prof, setelah berbicara semalam di [USERNAME] adem rasanya, semoga membawa keberkahan. Aamiin Yaa Rabbal 'Aalamiin.",alhamdulillah prof bicara malam username adem rasa moga bawa berkah aamiin yaa rabbal aalamiin
99,happy,"Keren!! Kira-kira masih ada nggak yg bilang Pak [USERNAME] anti-islam? 3,5 triliun, 142 hektar, jadi kampus rujukan Islam dunia sekelas Al-Azhar. Belum lagi proyek Ponpes, madrasah, Masjid dan fasilitas ummat lain. Kl ada yg masih bilang Beliau an",keren kira kira bilang bapak username anti islam triliun hektar jadi kampus rujuk islam dunia kelas al azhar proyek pondok pesantren madrasah masjid fasilitas ummat lain kalau bilang beliau an
100,anger,"[USERNAME] saya kan datang untuk bertanya, kemudian ngobrol tuh sama mba mba Help desk. tapi saya tetep ga ngerti karena ga dapet jawaban yg menjawab pertanyaan saya. trus mbanya lama lama agak emosi, yaudah makin ga kejawab dong, trus saya pulang.",username kan datang tanya kemudian ngobrol tuh sama mbak mbak help desk tetep erti jawab jawab tanya saya trus mbanya lama lama emosi makin jawab dong trus pulang
101,anger,"Sering tuh gua digituin pas kalo baru ketemu Apsara lagi ""kok perawatannya makin banyak? Makin gendut aja sih "" wah senyum aja iya2in aja dalem hati ""bacot lu anjing""",sering tuh digituin pas kalau baru ketemu apsara kok awat makin banyak makin gendut sih wah senyum iya in dalem hati banyak bicara kamu anjing
102,fear,"kalo sifat buruk mungkin bisa dirubah dengan bertambahnya umur atau berubahnya keadaan. kalo kebiasaan buruk mungkin sulit ya? karena semacam udah jadi hobi, gitu ga sih?",kalau sifat buruk mungkin rubah tambah umur ubah ada kalau biasa buruk mungkin sulit iya macam jadi hobi gitu sih
103,fear," berdesakan..bejubelan, di kRL adalah salah satu godaan dalam berpuasa.....apalagi d dpn nya ada wanita cantik sambil ngunyah tahu gejrot...hehe..",desa bejubelan krl salah satu goda puasa apalagi dpn nya wanita cantik ngunyah tahu gejrot he
104,anger,[USERNAME] #belanjaitugakribet ternyata cm slogan doang.stelah dkomplen ternyata dbatalin sepihak. Dan nama besar itu ndak jaminan keprofesionalan ya..trus nyampein ke pihak official store klo sy yg batalin..pdhl samsek ga sy batalin.jd skrg sy udh tau kal,username belanjaitugakribet nyata cm slogan doang setelah dkomplen nyata dbatalin pihak nama besar jamin profesional iya trus nyampein pihak official store kalau batalin pdhl sama sekali batalin jadi skrg udh tahu kal
105,happy,Happy birthday to us [USERNAME] and happy 6th anniv wkwkwk Bentar lagi kita putus huhu aku harus cari pacar baru :3 [URL],bahagia birthday to us username and bahagia th anniv wkwkwk sebentar putus huhu aku cari pacar baru url
106,fear,Terus.. Baca komen2nya pada bilang kalo musik itu haram. Dan bla bla. Nah disini aku tau. Kalo fanatik kan emang gaboleh. Tp kalau sekedar suka gitu gimana?,terus baca komen nya bilang kalau musik haram bla bla nah sini aku tahu kalau fanatik kan emang gaboleh kalau dar suka gitu bagaimana
107,happy,"Rabu, 06-06-2018, anakbujangku selesai menempuh pendidikan di TK Bhakti Ibu, Bakauheni. Eit, ternyata ia dapat piala jugak hehehe",rabu anakbujangku selesai tempuh didik tk bhakti ibu bakauheni eit nyata piala jugak hehehe
108,anger,SAYA HIDUP DIZAMAN PRESIDEN HEBAT YAITU SOEHARTO.. Beliau Buat Aman dan tenang untuk Masyarakat..... Tetapi tidak tenang untuk: Kaum PKI Kaum Rampok Kaum Bandit Kaum yg ingin jadi pejabat negara tapi otaknya kosong. Hanya kaum itulah yg Tidak Suka Bapak SOEHARTO [URL],hidup zaman presiden hebat soeharto beliau buat aman tenang masyarakat tenang untuk kaum pki kaum rampok kaum bandit kaum jadi jabat negara otak kosong kaum suka bapak soeharto url
109,happy,"Bersama segenap dewan guru.. Terimakasih telah membimbing anak kami selama ini, Bu.. Semoga ibu-ibu semua dimudahkan segala urusannya, dan ilmu yang ibu ajarkan menjadi amal jariah yang pahalanya akan terus mengalir ke ibu, selamanya.. [URL]",sama segenap dewan guru terimakasih bimbing anak lama ini bu moga ibu ibu semua mudah segala urus ilmu ibu ajar jadi amal jariah pahala terus alir ibu lama url
110,anger,"Gue emang cuek sih , bgt bgt malah tp kl ada yg buat risih atau gak nyaman ya hati2 aja lah pokoknya.. Jangan sampe gue ajak nongkrong breng ",emang cuek sih banget banget bahkan kalau buat risih nyaman iya hati lah pokok jangan ajak nongkrong breng
111,sadness,"Bagi anda anda yg dianugerahi gigi rapi dari lahir, bersyukurlah ! Karena pake behel ternyata lebih sakit daripada sakit hati. #menurutguesih",anugerah gigi rapi lahir syukur pakai behel nyata lebih sakit sakit hati menurutguesih
112,happy," Alhamdulillah Pie,,di RSUP Kariadi ini bener2 diurus, jd sudah gak panas tinggi lg soalnya langsung dikasih Paracetamol yg botolan",alhamdulillah pie di rsup kariadi benar urus jadi panas tinggi soal langsung kasih paracetamol botol
113,anger,"Melihat udah terlalu banyak [USERNAME] project yang jatohnya malah jadi scam dan fraud, asli gue pengen coba deh bawa mereka sama creator creator mereka yang udah bawa kabur duit banyak orang (termasuk gue) ke ranah hukum Indonesia.",lihat terlalu banyak username project jatohnya bahkan jadi scam fraud asli ken coba deh bawa sama creator creator bawa kabur duit banyak orang masuk saya ranah hukum indonesia
114,anger,"Soal Via Vallen, Gue Sepakat Sama Nikita Mirzani jangan lebay! Kalau Gak Suka Di gituin, tinggal tolak dan block tu orang, jgn di share2 jadi konsumsi publik! Kek ingin menampilkan kepolosan tak berdosa gimana gituu.. #menurutkusih ",soal lewat vallen sepakat sama nikita mirzani jangan berlebihan kalau suka gituin tinggal tolak block tu orang jangan share jadi konsumsi publik tampil polos dosa bagaimana gituu menurutkusih
115,fear,"Baru 'ngerusuh' di balai desa Terus pas mau pulang tadi, bu lurah nanya, ""Mba Ulfah... itu temannya yang satu ke mana sih, kok ndak kelihatan?"" ""Hah? Teman saya buk? O.o"" Bu Lurah: ""Iya, yang biasa bareng, dari senin ndak berangkat lho."" WAIT, DARI SENIN????",baru ngerusuh balai desa terus pas mau pulang tadi bu lurah bertanya mbak ulfah teman satu mana sih kok lihat hah teman buk o o bu lurah iya biasa bareng senin berangkat lho wait senin
116,fear,"Mba PPS: ""Tuh, pasti ada apa-apa.... mba Ulfa juga pasti ngerasa ini kok ga ada."" ""....Sebentar, sebentar..."" DIA KENAPA LAGI SIH, DARI SENIN GA BERANGKAT :""( Bikin khawatir aja T.T",mbak pps tuh apa apa mbak ulfa ngerasa kok ada sebentar sebentar sih senin berangkat bikin khawatir t t
117,anger,"Hadeh ini lagi Satu Cewe yg udh pikirannya jahat, jari jarinya jahat. Dinikmati? Heh mbak emang penyanyi dangdut itu auto lonte? Lonte juga bisa kena sexual harassment mbaaaak.",hadeh satu cewek udh pikir jahat jari jari jahat nikmat heh mbak emang nyanyi dangdut auto lonte lonte kena sexual harassment mbaaaak
118,sadness,"lu ngapa si galau mulu:( lu kalo galau banyak diem, kalau lg seneng gabisa diem. Mangat dong kak nanas seneng itu bisa nularin ke orang2 loh:( wkwk",kamu ngapa si galau melulu kamu kalau galau banyak diem kalau neng gabisa diem mangat dong kak nanas neng nularin orang loh wkwk
119,anger,Sudah berjuta kali bong dikasih tau.. Pak Harto hanya kejam : Pki Bandit Rampok Lo keturunan kelompok mana bong??? Hahahahaha,juta kali bong kasih tahu bapak harto kejam pki bandit rampok kamu turun kelompok mana bong hahahahaha
120,happy,"Sebentar lagi ketemu krucil-krucil ponakan yang gemesin banget, suka nya minta main berantem-beranteman. Seru sih meskipun ya resiko pada pegel-pegel nantinya, sedikit-sedikit sambil ngajarin berhitung agar #JadiLebihBaik lagi Nanti pas masuk sekolah",sebentar ketemu krucil krucil ponakan gemesin banget suka nya minta main antem antem seru sih meski iya resiko gel gel nanti sedikit sedikit ngajarin hitung jadilebihbaik pas masuk sekolah
121,anger,"Lalu bagaimana dengan negara? Mereka akan kehilangan banyak pendapatan dari cukai rokok. Hutang negara akan semakin banyak. Ah, itu kan hanya pembenaranmu saja. Coba lihat ini! Bagaimana? Apa pendapatmu masih sama? [URL]",lalu bagaimana negara hilang banyak dapat cukai rokok hutang negara makin banyak ah kan benar saja coba lihat ini bagaimana apa dapat sama url
122,fear,"Eh tapi numbuhin brewok juga buat nyenengin diri sendiri sih, compliment dari sesama cowok bonus lah. Tapi ga dirawat dikit langsung tumbuh liar atau gatel banget",eh numbuhin brewok buat nyenengin diri sendiri sih compliment sama cowok bonus lah rawat dikit langsung tumbuh liar gatel banget
123,anger,"Kosan deket kantor, dateng paling telat, trus kalo siang tidur pula selonjoran di sofa. Temen kantor kaya gini emang perlu dikatain tai sih.",kosan deket kantor dateng paling terlambat trus kalau siang tidur selonjor sofa teman kantor kaya gin emang perlu dikatain tai sih
124,anger,"si [USERNAME] ini ngga bisa seenak dewe melepaskan tanggung jawab ke backers cuma berdasarkan ToC antara Kickstarter selaku penyedia platform crowd-funding, creators, dan backers. ToC tetap tunduk ke hukum yang berlaku di governing law si ToC. Gue mau cari legal loophole nya. [URL]",si username enak dewe lepas tanggung jawab backers cuma dasar toc kickstarter selaku sedia platform crowd funding creators backers toc tetap tunduk hukum laku governing law si toc mau cari legal loophole nya url
125,sadness,Ada anak sma habis perpisahan atau semacam wisuda sekolah. Foto bareng sama temen-temennya sejawat dgn pakai kebaya lalu di post di IG dengan caption 'Nanti siapa ya yang bakal nikah duluan'. Ku langsung tertunduk lesu dan seraya ingin minum extra joss. Cuk.,anak sama habis pisah macam wisuda sekolah foto bareng sama teman temennya jawat pakai kebaya lalu post ig caption nanti siapa iya bakal nikah duluan ku langsung tunduk lesu minum extra joss cuk
126,happy,"Awak sih jd org slow, mau di omongin a to z asal ale bnyk makan, ngga cranky, berat naik udh bahagia. Mslh apapun jd kyk ngga ada. Ibu2 bgt sih skrg",sih jadi orang slow mau omongin a to z asal ale banyak makan cranky berat naik udh bahagia masalah apa jadi ada ibu banget sih skrg
127,anger,Ganti presiden? Siapa takut...hanya siapa calonnya? Apa si doi yg onoh? Ih gak syudih,ganti presiden siapa takut hanya siapa calon apa si doi onoh ih syudih
128,anger,"Para penipu ,kasihan ibukota negara gw di pimpin sama mereka2 yg haus jabatan tanpa mementingkan rakyatnya ,,,tai buat [USERNAME] [USERNAME]",tipu kasihan ibukota negara pimpin sama mereka haus jabat penting rakyat tai buat username username
129,fear,"Perginya diantar sama teman, gak bawa HP. Udah janjian biar dijemput jam setengah 2. Krna sayanya ketiduran, dan yg jemput gak nongol2, bingung mau gmna. Akhirnya jalan kaki 2 km siang bolong. Ngeri kali lahh~~ vanashh syekaleh vemirsyahh",pergi antar sama teman bawa hp janji biar jemput jam tengah krna saya tidur jemput nongol bingung mau gmna akhir jalan kaki kamu siang bolong ngeri kali lahh vanashh syekaleh vemirsyahh
130,sadness,"iya, kamu laki-laki, sang pengambil keputusan. tapi kan aku juga ingin dianggap, diajak berdiskusi, dimintai pendapat, diajak mencari jalan keluar, atau sekadar ditenangkan kecemasannya. aku ini ada. jangan hidup sendiri. [USERNAME]",iya kamu laki laki sang ambil putus kan aku anggap ajak diskus minta dapat ajak cari jalan keluar sekadar tenang cemas aku ada jangan hidup sendiri username
131,sadness,"Akhirnya ingin berkata juga, aku ga mau sakit, knp migrain ini harus dtg saat lagi byk2nya masalah yg membutuhkan tenaga mikir, apalagi bentar lg harus mudik. Ya Allah kenapa coba ",akhir kata juga aku mau sakit migrain datang banyak nya masalah butuh tenaga mikir sebentar mudik iya allah coba
132,happy,"Pengen cerita dari kemaren gak sempet. Beberapa hari yg lalu tarawih di masjid gak konsen banget posisi lagi apes. Gimana gak, posisi solat di shaf depan ada mas2 pake sarung trus sarung nya nyeplak pantatnya pas banget, ketat. Kampret, pen ngakak tp lagi solat. Syit.",ken cerita kemarin sempat beberapa hari lalu tarawih masjid konsen banget posisi sial bagaimana tidak posisi solat shaf depan mas pakai sarung trus sarung nya nyeplak pantat pas banget ketat sialan pen tertawa solat syit
